id_meta;data_meta;id_vendedor;valor_meta
873;2023-09-01;25;90962.22
874;2023-10-01;25;85362.84
875;2023-11-01;25;157358.04
876;2023-12-01;25;150946.9
877;2024-01-01;25;103379.27
878;2024-02-01;25;100064.61
879;2024-03-01;25;116528.07
880;2024-04-01;25;105495.7
881;2024-05-01;25;116113.31
882;2024-06-01;25;97987.47
883;2024-07-01;25;115681.09
884;2024-08-01;25;120383.91
885;2024-09-01;25;112557.03
886;2024-10-01;25;105062.39
887;2024-11-01;25;183606.59
888;2024-12-01;25;180335.51
889;2025-01-01;25;139603.08
890;2025-02-01;25;127751.13
891;2025-03-01;25;117833.24
892;2025-04-01;25;131360.26
893;2025-05-01;25;137330.92
894;2025-06-01;25;116733.13
895;2025-07-01;25;130971.74
896;2025-08-01;25;123415.85
897;2025-09-01;25;131857.13
898;2025-10-01;25;129990.34
899;2025-11-01;25;205079.53
900;2025-12-01;25;215430.69
