id_venda;data_venda;data_envio;id_cliente;id_produto;id_vendedor;id_loja;quantidade;preco_unitario;desconto_pct;desconto_valor;valor_bruto;valor_liquido;custo_total;status_entrega;meio_pagamento
864;2023-01-22;2023-01-27;1120;27;1;1;1;1799.0;0.2;359.8;1799.0;1439.2;890.0;Cancelado;Boleto Bancário
865;2023-01-22;2023-01-27;105;32;19;12;1;149.0;0.05;7.45;149.0;141.55;65.0;Entregue;PIX
866;2023-01-22;2023-01-26;1149;22;6;4;1;649.0;0.0;0.0;649.0;649.0;290.0;Entregue;Boleto Bancário
867;2023-01-22;2023-01-28;503;31;1;1;1;369.0;0.15;55.35;369.0;313.65;160.0;Entregue;Boleto Bancário
868;2023-01-22;2023-01-28;527;27;6;4;3;1799.0;0.0;0.0;5397.0;5397.0;2670.0;Entregue;Boleto Bancário
869;2023-01-22;2023-01-25;1111;5;3;2;5;1099.0;0.15;824.25;5495.0;4670.75;3100.0;Entregue;PIX
870;2023-01-22;2023-01-23;554;12;4;2;2;499.0;0.0;0.0;998.0;998.0;440.0;Devolvido;Cartão de Débito
871;2023-01-22;2023-01-27;251;31;22;15;1;369.0;0.1;36.9;369.0;332.1;160.0;Entregue;Boleto Bancário
872;2023-01-22;2023-01-24;795;13;18;11;4;3199.0;0.1;1279.6;12796.0;11516.4;7200.0;Em Trânsito;Cartão de Crédito
873;2023-01-22;2023-01-23;333;10;11;7;1;6199.0;0.1;619.9;6199.0;5579.1;3800.0;Entregue;Boleto Bancário
874;2023-01-22;2023-01-23;697;25;25;15;1;399.0;0.1;39.9;399.0;359.1;180.0;Entregue;PIX
875;2023-01-22;2023-01-24;390;31;25;15;1;369.0;0.05;18.45;369.0;350.55;160.0;Cancelado;PIX
876;2023-01-22;2023-01-28;1013;30;13;8;1;189.0;0.0;0.0;189.0;189.0;85.0;Entregue;Cartão de Débito
877;2023-01-22;2023-01-24;8;23;1;1;5;1899.0;0.15;1424.25;9495.0;8070.75;4750.0;Entregue;Cartão de Crédito
878;2023-01-22;2023-01-25;950;6;5;3;2;249.9;0.05;24.99;499.8;474.81;220.0;Entregue;PIX
879;2023-01-22;2023-01-26;1013;22;4;2;1;649.0;0.0;0.0;649.0;649.0;290.0;Entregue;PIX
880;2023-01-23;2023-01-26;80;7;2;1;3;139.9;0.05;20.99;419.7;398.71;165.0;Cancelado;Boleto Bancário
881;2023-01-23;2023-01-27;314;18;11;7;2;3699.0;0.2;1479.6;7398.0;5918.4;4200.0;Entregue;Cartão de Crédito
882;2023-01-23;2023-01-27;632;20;14;8;1;2199.0;0.2;439.8;2199.0;1759.2;1100.0;Cancelado;Cartão de Crédito
883;2023-01-23;2023-01-25;1076;7;12;7;1;139.9;0.2;27.98;139.9;111.92;55.0;Entregue;Cartão de Crédito
884;2023-01-23;2023-01-25;1181;14;19;12;2;5499.0;0.0;0.0;10998.0;10998.0;6400.0;Devolvido;Cartão de Crédito
885;2023-01-23;2023-01-29;1125;20;18;11;1;2199.0;0.0;0.0;2199.0;2199.0;1100.0;Entregue;Boleto Bancário
886;2023-01-23;2023-01-27;191;22;9;6;2;649.0;0.0;0.0;1298.0;1298.0;580.0;Em Trânsito;Cartão de Crédito
887;2023-01-23;2023-01-24;977;3;16;10;2;5799.0;0.0;0.0;11598.0;11598.0;7000.0;Entregue;PIX
888;2023-01-23;2023-01-24;685;11;6;4;1;1599.0;0.05;79.95;1599.0;1519.05;850.0;Cancelado;Cartão de Crédito
889;2023-01-23;2023-01-27;448;9;6;4;2;3299.0;0.1;659.8;6598.0;5938.2;3800.0;Entregue;Cartão de Débito
890;2023-01-23;2023-01-24;1072;18;19;12;2;3699.0;0.1;739.8;7398.0;6658.2;4200.0;Em Trânsito;PIX
891;2023-01-23;2023-01-24;881;14;20;13;1;5499.0;0.0;0.0;5499.0;5499.0;3200.0;Entregue;PIX
892;2023-01-23;2023-01-27;843;19;9;6;1;1199.0;0.15;179.85;1199.0;1019.15;580.0;Entregue;Boleto Bancário
893;2023-01-23;2023-01-29;1020;1;4;2;1;4499.0;0.0;0.0;4499.0;4499.0;2800.0;Entregue;PIX
894;2023-01-23;2023-01-29;1189;8;22;15;1;319.9;0.1;31.99;319.9;287.91;140.0;Entregue;Cartão de Crédito
895;2023-01-23;2023-01-29;148;26;5;3;4;1499.0;0.0;0.0;5996.0;5996.0;2800.0;Entregue;PIX
896;2023-01-23;2023-01-29;227;1;14;8;1;4499.0;0.0;0.0;4499.0;4499.0;2800.0;Cancelado;Cartão de Crédito
897;2023-01-23;2023-01-26;666;27;13;8;1;1799.0;0.05;89.95;1799.0;1709.05;890.0;Entregue;PIX
898;2023-01-23;2023-01-25;798;23;7;4;2;1899.0;0.15;569.7;3798.0;3228.3;1900.0;Entregue;Cartão de Débito
899;2023-01-23;2023-01-26;896;4;9;6;1;1299.0;0.0;0.0;1299.0;1299.0;750.0;Devolvido;Cartão de Crédito
900;2023-01-23;2023-01-29;940;34;10;6;1;99.0;0.0;0.0;99.0;99.0;40.0;Entregue;Boleto Bancário
901;2023-01-23;2023-01-25;873;1;16;10;2;4499.0;0.05;449.9;8998.0;8548.1;5600.0;Entregue;Boleto Bancário
902;2023-01-23;2023-01-29;460;29;7;4;1;299.0;0.0;0.0;299.0;299.0;140.0;Entregue;Boleto Bancário
903;2023-01-23;2023-01-25;984;15;15;9;3;599.0;0.0;0.0;1797.0;1797.0;930.0;Entregue;Cartão de Débito
904;2023-01-23;2023-01-25;1130;33;21;14;3;239.0;0.0;0.0;717.0;717.0;330.0;Em Trânsito;Boleto Bancário
905;2023-01-23;2023-01-29;203;18;22;15;1;3699.0;0.0;0.0;3699.0;3699.0;2100.0;Entregue;Cartão de Crédito
906;2023-01-23;2023-01-25;580;17;8;5;2;589.0;0.05;58.9;1178.0;1119.1;580.0;Em Trânsito;PIX
907;2023-01-23;2023-01-29;1018;34;1;1;1;99.0;0.0;0.0;99.0;99.0;40.0;Devolvido;Cartão de Débito
908;2023-01-23;2023-01-28;699;1;16;10;1;4499.0;0.0;0.0;4499.0;4499.0;2800.0;Devolvido;Cartão de Débito
909;2023-01-23;2023-01-26;557;13;21;14;1;3199.0;0.1;319.9;3199.0;2879.1;1800.0;Em Trânsito;Boleto Bancário
910;2023-01-23;2023-01-24;779;31;20;13;1;369.0;0.0;0.0;369.0;369.0;160.0;Entregue;Boleto Bancário
911;2023-01-23;2023-01-27;494;22;16;10;1;649.0;0.2;129.8;649.0;519.2;290.0;;Cartão de Crédito
912;2023-01-23;2023-01-28;281;15;14;8;2;599.0;0.0;0.0;1198.0;1198.0;620.0;Cancelado;Cartão de Crédito
913;2023-01-23;2023-01-24;1124;29;23;15;1;299.0;0.1;29.9;299.0;269.1;140.0;Entregue;Cartão de Crédito
914;2023-01-24;2023-01-27;24;27;4;2;8;1799.0;0.05;719.6;14392.0;13672.4;7120.0;Entregue;Cartão de Crédito
915;2023-01-24;2023-01-27;485;8;3;2;2;319.9;0.1;63.98;639.8;575.82;280.0;Cancelado;PIX
916;2023-01-24;2023-01-25;975;18;18;11;1;3699.0;0.1;369.9;3699.0;3329.1;2100.0;Devolvido;Cartão de Débito
917;2023-01-24;2023-01-26;844;22;4;2;1;649.0;0.05;32.45;649.0;616.55;290.0;Entregue;Cartão de Crédito
918;2023-01-24;2023-01-28;715;23;25;15;1;1899.0;0.05;94.95;1899.0;1804.05;950.0;Entregue;Cartão de Crédito
919;2023-01-24;2023-01-30;564;13;6;4;2;3199.0;0.0;0.0;6398.0;6398.0;3600.0;Entregue;PIX
920;2023-01-24;2023-01-26;405;9;10;6;1;3299.0;0.05;164.95;3299.0;3134.05;1900.0;Entregue;Cartão de Crédito
921;2023-01-24;2023-01-25;419;24;21;14;2;899.0;0.1;179.8;1798.0;1618.2;840.0;Entregue;PIX
922;2023-01-24;2023-01-30;130;11;16;10;1;1599.0;0.0;0.0;1599.0;1599.0;850.0;Entregue;Cartão de Débito
923;2023-01-24;2023-01-25;174;11;7;4;1;1599.0;0.0;0.0;1599.0;1599.0;850.0;Cancelado;PIX
924;2023-01-24;2023-01-27;1066;34;19;12;3;99.0;0.15;44.55;297.0;252.45;120.0;Entregue;PIX
925;2023-01-24;2023-01-29;1092;14;15;9;1;5499.0;0.05;274.95;5499.0;5224.05;3200.0;Entregue;Boleto Bancário
926;2023-01-24;2023-01-27;439;2;7;4;1;3599.0;0.0;0.0;3599.0;3599.0;2200.0;Entregue;Cartão de Crédito
927;2023-01-24;2023-01-30;260;4;8;5;2;1299.0;0.05;129.9;2598.0;2468.1;1500.0;Em Trânsito;Cartão de Débito
928;2023-01-24;2023-01-28;1190;9;2;1;1;3299.0;0.05;164.95;3299.0;3134.05;1900.0;Entregue;PIX
929;2023-01-24;2023-01-25;1042;5;8;5;1;1099.0;0.0;0.0;1099.0;1099.0;620.0;Entregue;Boleto Bancário
930;2023-01-24;2023-01-27;681;9;6;4;1;3299.0;0.0;0.0;3299.0;3299.0;1900.0;Entregue;PIX
931;2023-01-24;2023-01-30;184;34;5;3;1;99.0;0.0;0.0;99.0;99.0;40.0;Em Trânsito;Cartão de Crédito
932;2023-01-24;2023-01-30;660;30;6;4;1;189.0;0.2;37.8;189.0;151.2;85.0;Entregue;Cartão de Crédito
933;2023-01-24;2023-01-25;50;2;3;2;1;3599.0;0.1;359.9;3599.0;3239.1;2200.0;Em Trânsito;Cartão de Crédito
934;2023-01-24;2023-01-25;390;31;4;2;1;369.0;0.15;55.35;369.0;313.65;160.0;Entregue;Cartão de Crédito
935;2023-01-24;2023-01-30;307;23;11;7;1;1899.0;0.0;0.0;1899.0;1899.0;950.0;Cancelado;Boleto Bancário
936;2023-01-24;2023-01-27;535;11;3;2;1;1599.0;0.0;0.0;1599.0;1599.0;850.0;Em Trânsito;Cartão de Débito
937;2023-01-24;2023-01-27;1006;34;25;15;1;99.0;0.0;0.0;99.0;99.0;40.0;Em Trânsito;Cartão de Crédito
938;2023-01-24;2023-01-27;778;31;2;1;1;369.0;0.0;0.0;369.0;369.0;160.0;Entregue;Cartão de Crédito
939;2023-01-24;2023-01-30;536;16;13;8;1;349.9;0.0;0.0;349.9;349.9;160.0;Em Trânsito;Boleto Bancário
940;2023-01-24;2023-01-29;308;26;13;8;1;1499.0;0.0;0.0;1499.0;1499.0;700.0;Entregue;PIX
941;2023-01-24;2023-01-27;757;4;12;7;1;1299.0;0.0;0.0;1299.0;1299.0;750.0;Cancelado;Cartão de Crédito
942;2023-01-24;2023-01-29;81;31;2;1;1;369.0;0.0;0.0;369.0;369.0;160.0;Em Trânsito;Cartão de Débito
943;2023-01-24;2023-01-29;728;2;25;15;1;3599.0;0.05;179.95;3599.0;3419.05;2200.0;Em Trânsito;PIX
944;2023-01-24;2023-01-26;133;4;9;6;2;1299.0;0.15;389.7;2598.0;2208.3;1500.0;Entregue;Cartão de Crédito
945;2023-01-24;2023-01-29;1084;1;9;6;1;4499.0;0.0;0.0;4499.0;4499.0;2800.0;Entregue;Cartão de Débito
946;2023-01-24;2023-01-28;510;34;7;4;1;99.0;0.1;9.9;99.0;89.1;40.0;Entregue;Cartão de Débito
947;2023-01-24;2023-01-27;497;10;22;15;1;6199.0;0.05;309.95;6199.0;5889.05;3800.0;Entregue;PIX
948;2023-01-24;2023-01-29;1171;20;14;8;1;2199.0;0.0;0.0;2199.0;2199.0;1100.0;Devolvido;PIX
949;2023-01-24;2023-01-27;1083;28;7;4;1;2299.0;0.2;459.8;2299.0;1839.2;1100.0;Entregue;Cartão de Crédito
950;2023-01-24;2023-01-28;598;25;6;4;1;399.0;0.1;39.9;399.0;359.1;180.0;Devolvido;Cartão de Crédito
951;2023-01-24;2023-01-26;826;15;24;15;1;599.0;0.0;0.0;599.0;599.0;310.0;Entregue;PIX
952;2023-01-24;2023-01-30;48;6;16;10;1;249.9;0.0;0.0;249.9;249.9;110.0;Entregue;Cartão de Crédito
953;2023-01-24;2023-01-26;224;24;8;5;1;899.0;0.05;44.95;899.0;854.05;420.0;Entregue;Boleto Bancário
954;2023-01-24;2023-01-30;275;30;20;13;2;189.0;0.0;0.0;378.0;378.0;170.0;Entregue;Boleto Bancário
955;2023-01-24;2023-01-30;118;19;8;5;1;1199.0;0.0;0.0;1199.0;1199.0;580.0;Devolvido;Boleto Bancário
956;2023-01-24;2023-01-26;1078;17;19;12;1;589.0;0.1;58.9;589.0;530.1;290.0;Entregue;PIX
957;2023-01-24;2023-01-25;185;7;23;15;1;139.9;0.05;7.0;139.9;132.9;55.0;Devolvido;Cartão de Crédito
958;2023-01-24;2023-01-29;99;13;8;5;1;3199.0;0.05;159.95;3199.0;3039.05;1800.0;Entregue;PIX
959;2023-01-24;2023-01-28;662;15;2;1;3;599.0;0.15;269.55;1797.0;1527.45;930.0;Entregue;Cartão de Débito
960;2023-01-24;2023-01-27;798;7;15;9;4;139.9;0.15;83.94;559.6;475.66;220.0;Cancelado;Cartão de Crédito
961;2023-01-24;2023-01-25;379;14;1;1;10;5499.0;0.0;0.0;54990.0;54990.0;32000.0;Devolvido;Cartão de Débito
962;2023-01-24;2023-01-25;1126;9;20;13;1;3299.0;0.0;0.0;3299.0;3299.0;1900.0;Entregue;Cartão de Débito
963;2023-01-24;2023-01-30;1019;17;24;15;1;589.0;0.2;117.8;589.0;471.2;290.0;Cancelado;Cartão de Débito
964;2023-01-24;2023-01-25;438;26;12;7;1;1499.0;0.0;0.0;1499.0;1499.0;700.0;Entregue;Boleto Bancário
965;2023-01-24;2023-01-29;146;8;17;10;1;319.9;0.05;15.99;319.9;303.91;140.0;Entregue;PIX
966;2023-01-24;2023-01-26;814;34;16;10;1;99.0;0.0;0.0;99.0;99.0;40.0;Entregue;PIX
967;2023-01-24;2023-01-26;323;14;20;13;1;5499.0;0.0;0.0;5499.0;5499.0;3200.0;Entregue;Boleto Bancário
968;2023-01-24;2023-01-27;857;5;3;2;1;1099.0;0.0;0.0;1099.0;1099.0;620.0;Cancelado;Boleto Bancário
969;2023-01-24;2023-01-26;1065;27;24;15;1;1799.0;0.0;0.0;1799.0;1799.0;890.0;Devolvido;Boleto Bancário
970;2023-01-25;2023-01-29;892;3;17;10;1;5799.0;0.0;0.0;5799.0;5799.0;3500.0;Devolvido;Cartão de Crédito
971;2023-01-25;2023-01-26;396;4;17;10;3;1299.0;0.0;0.0;3897.0;3897.0;2250.0;Em Trânsito;Cartão de Crédito
972;2023-01-25;2023-01-26;792;10;22;15;1;6199.0;0.0;0.0;6199.0;6199.0;3800.0;Entregue;PIX
973;2023-01-25;2023-01-27;521;22;12;7;1;649.0;0.0;0.0;649.0;649.0;290.0;Entregue;Cartão de Crédito
974;2023-01-25;2023-01-29;994;28;25;15;1;2299.0;0.15;344.85;2299.0;1954.15;1100.0;Em Trânsito;Boleto Bancário
975;2023-01-25;2023-01-28;83;8;8;5;1;319.9;0.05;15.99;319.9;303.91;140.0;Entregue;PIX
976;2023-01-25;2023-01-28;612;16;16;10;2;349.9;0.15;104.97;699.8;594.83;320.0;Em Trânsito;PIX
977;2023-01-25;2023-01-29;95;14;8;5;1;5499.0;0.05;274.95;5499.0;5224.05;3200.0;Entregue;Boleto Bancário
978;2023-01-25;2023-01-29;37;4;17;10;1;1299.0;0.05;64.95;1299.0;1234.05;750.0;Devolvido;Boleto Bancário
979;2023-01-25;2023-01-28;1176;12;1;1;2;499.0;0.0;0.0;998.0;998.0;440.0;Devolvido;PIX
980;2023-01-25;2023-01-29;1174;27;25;15;1;1799.0;0.1;179.9;1799.0;1619.1;890.0;Cancelado;Boleto Bancário
981;2023-01-25;2023-01-30;935;6;17;10;1;249.9;0.05;12.5;249.9;237.4;110.0;Entregue;PIX
982;2023-01-25;2023-01-27;677;7;10;6;1;139.9;0.05;7.0;139.9;132.9;55.0;Em Trânsito;PIX
983;2023-01-25;2023-01-27;390;7;6;4;2;139.9;0.1;27.98;279.8;251.82;110.0;Devolvido;PIX
984;2023-01-25;2023-01-29;828;4;14;8;1;1299.0;0.0;0.0;1299.0;1299.0;750.0;Entregue;Cartão de Débito
985;2023-01-25;2023-01-31;242;30;25;15;1;189.0;0.15;28.35;189.0;160.65;85.0;Entregue;PIX
986;2023-01-25;2023-01-28;1151;15;17;10;1;599.0;0.0;0.0;599.0;599.0;310.0;Entregue;PIX
987;2023-01-25;2023-01-30;284;2;10;6;2;3599.0;0.15;1079.7;7198.0;6118.3;4400.0;Cancelado;Cartão de Crédito
988;2023-01-25;2023-01-27;1160;28;11;7;1;2299.0;0.1;229.9;2299.0;2069.1;1100.0;Entregue;Boleto Bancário
989;2023-01-25;2023-01-30;301;28;22;15;1;2299.0;0.1;229.9;2299.0;2069.1;1100.0;Entregue;Boleto Bancário
990;2023-01-25;2023-01-29;150;14;1;1;1;5499.0;0.1;549.9;5499.0;4949.1;3200.0;Devolvido;PIX
991;2023-01-25;2023-01-27;1083;21;19;12;1;799.0;0.15;119.85;799.0;679.15;380.0;Devolvido;PIX
992;2023-01-25;2023-01-28;817;10;8;5;1;6199.0;0.1;619.9;6199.0;5579.1;3800.0;Entregue;Cartão de Crédito
993;2023-01-25;2023-01-26;337;31;25;15;1;369.0;0.0;0.0;369.0;369.0;160.0;Entregue;Cartão de Débito
994;2023-01-25;2023-01-29;129;4;4;2;2;1299.0;0.1;259.8;2598.0;2338.2;1500.0;Entregue;Cartão de Crédito
995;2023-01-25;2023-01-31;396;22;1;1;1;649.0;0.0;0.0;649.0;649.0;290.0;Em Trânsito;Boleto Bancário
996;2023-01-25;2023-01-26;601;5;24;15;1;1099.0;0.0;0.0;1099.0;1099.0;620.0;Devolvido;PIX
997;2023-01-25;2023-01-30;908;27;21;14;1;1799.0;0.1;179.9;1799.0;1619.1;890.0;Entregue;Boleto Bancário
998;2023-01-25;2023-01-26;1015;29;15;9;1;299.0;0.0;0.0;299.0;299.0;140.0;Entregue;PIX
999;2023-01-25;2023-01-31;826;27;22;15;1;1799.0;0.0;0.0;1799.0;1799.0;890.0;;Cartão de Crédito
1000;2023-01-25;2023-01-31;1008;31;13;8;3;369.0;0.2;221.4;1107.0;885.6;480.0;Em Trânsito;Cartão de Crédito
1001;2023-01-25;2023-01-28;47;26;17;10;1;1499.0;0.0;0.0;1499.0;1499.0;700.0;Entregue;PIX
1002;2023-01-25;2023-01-29;476;6;5;3;4;249.9;0.0;0.0;999.6;999.6;440.0;Entregue;PIX
1003;2023-01-25;2023-01-28;822;7;15;9;1;139.9;;0.0;139.9;139.9;55.0;;PIX
1004;2023-01-25;2023-01-31;209;6;20;13;1;249.9;0.0;0.0;249.9;249.9;110.0;Entregue;PIX
1005;2023-01-25;2023-01-30;651;9;15;9;1;3299.0;0.05;164.95;3299.0;3134.05;1900.0;Entregue;PIX
1006;2023-01-25;2023-01-27;917;5;22;15;1;1099.0;0.0;0.0;1099.0;1099.0;620.0;Cancelado;PIX
1007;2023-01-25;2023-01-30;662;4;5;3;2;1299.0;0.0;0.0;2598.0;2598.0;1500.0;Devolvido;Cartão de Crédito
1008;2023-01-25;2023-01-29;565;19;2;1;1;1199.0;0.0;0.0;1199.0;1199.0;580.0;Entregue;Cartão de Débito
1009;2023-01-25;2023-01-29;1095;7;5;3;3;139.9;0.1;41.97;419.7;377.73;165.0;Em Trânsito;PIX
1010;2023-01-25;2023-01-27;154;1;6;4;1;4499.0;0.15;674.85;4499.0;3824.15;2800.0;Em Trânsito;PIX
1011;2023-01-25;2023-01-26;397;17;17;10;3;589.0;0.0;0.0;1767.0;1767.0;870.0;Entregue;Cartão de Débito
1012;2023-01-26;2023-02-01;897;15;25;15;1;599.0;0.1;59.9;599.0;539.1;310.0;Em Trânsito;PIX
1013;2023-01-26;2023-01-27;1056;12;18;11;1;499.0;0.0;0.0;499.0;499.0;220.0;Entregue;Cartão de Débito
1014;2023-01-26;2023-02-01;47;32;23;15;1;149.0;0.1;14.9;149.0;134.1;65.0;Cancelado;Cartão de Crédito
1015;2023-01-26;2023-01-30;980;4;13;8;2;1299.0;0.0;0.0;2598.0;2598.0;1500.0;Em Trânsito;PIX
1016;2023-01-26;2023-01-27;748;1;13;8;1;4499.0;0.0;0.0;4499.0;4499.0;2800.0;Entregue;PIX
1017;2023-01-26;2023-02-01;716;21;22;15;1;799.0;0.2;159.8;799.0;639.2;380.0;Cancelado;Boleto Bancário
1018;2023-01-26;2023-01-27;687;29;4;2;1;299.0;0.0;0.0;299.0;299.0;140.0;Entregue;PIX
1019;2023-01-26;2023-01-27;1169;9;11;7;1;3299.0;0.2;659.8;3299.0;2639.2;1900.0;Entregue;Boleto Bancário
1020;2023-01-26;2023-01-28;881;19;18;11;2;1199.0;0.2;479.6;2398.0;1918.4;1160.0;Entregue;Boleto Bancário
1021;2023-01-26;2023-01-27;471;28;24;15;1;2299.0;0.05;114.95;2299.0;2184.05;1100.0;Entregue;PIX
1022;2023-01-26;2023-01-29;692;33;18;11;1;239.0;0.05;11.95;239.0;227.05;110.0;Entregue;Cartão de Débito
1023;2023-01-26;2023-01-27;904;6;12;7;3;249.9;0.0;0.0;749.7;749.7;330.0;Entregue;Cartão de Débito
1024;2023-01-26;2023-01-30;402;12;1;1;3;499.0;0.0;0.0;1497.0;1497.0;660.0;Entregue;Cartão de Crédito
1025;2023-01-26;2023-02-01;945;32;20;13;1;149.0;0.0;0.0;149.0;149.0;65.0;Em Trânsito;Cartão de Débito
1026;2023-01-26;2023-01-31;1019;10;5;3;1;6199.0;0.05;309.95;6199.0;5889.05;3800.0;Cancelado;Cartão de Crédito
1027;2023-01-26;2023-02-01;1090;21;22;15;1;799.0;0.0;0.0;799.0;799.0;380.0;Cancelado;PIX
1028;2023-01-26;2023-01-29;107;18;1;1;1;3699.0;0.15;554.85;3699.0;3144.15;2100.0;Entregue;Cartão de Débito
1029;2023-01-26;2023-02-01;680;30;19;12;1;189.0;0.05;9.45;189.0;179.55;85.0;Em Trânsito;PIX
1030;2023-01-26;2023-02-01;702;24;9;6;1;899.0;0.15;134.85;899.0;764.15;420.0;Em Trânsito;Cartão de Débito
1031;2023-01-26;2023-01-28;288;23;20;13;1;1899.0;0.05;94.95;1899.0;1804.05;950.0;Entregue;Boleto Bancário
1032;2023-01-26;2023-01-30;456;13;18;11;4;3199.0;0.15;1919.4;12796.0;10876.6;7200.0;Entregue;Cartão de Débito
1033;2023-01-26;2023-01-28;534;6;22;15;1;249.9;0.0;0.0;249.9;249.9;110.0;Entregue;Cartão de Débito
1034;2023-01-26;2023-01-28;704;25;6;4;4;399.0;0.0;0.0;1596.0;1596.0;720.0;Entregue;PIX
1035;2023-01-26;2023-01-29;1085;24;4;2;1;899.0;0.2;179.8;899.0;719.2;420.0;Em Trânsito;Cartão de Débito
1036;2023-01-26;2023-01-29;750;2;21;14;1;3599.0;0.0;0.0;3599.0;3599.0;2200.0;Devolvido;Boleto Bancário
1037;2023-01-26;2023-01-27;657;32;25;15;1;149.0;0.1;14.9;149.0;134.1;65.0;Entregue;Boleto Bancário
1038;2023-01-26;2023-02-01;246;33;19;12;1;239.0;0.1;23.9;239.0;215.1;110.0;Em Trânsito;Cartão de Débito
1039;2023-01-26;2023-01-28;97;13;17;10;2;3199.0;0.0;0.0;6398.0;6398.0;3600.0;Devolvido;Cartão de Crédito
1040;2023-01-26;2023-01-27;746;14;13;8;1;5499.0;0.0;0.0;5499.0;5499.0;3200.0;Entregue;Boleto Bancário
1041;2023-01-26;2023-01-28;220;14;24;15;1;5499.0;0.05;274.95;5499.0;5224.05;3200.0;Entregue;Cartão de Débito
1042;2023-01-26;2023-02-01;1075;7;8;5;2;139.9;0.0;0.0;279.8;279.8;110.0;Entregue;Boleto Bancário
1043;2023-01-26;2023-01-28;224;19;25;15;2;1199.0;0.0;0.0;2398.0;2398.0;1160.0;Entregue;Cartão de Débito
1044;2023-01-26;2023-01-31;1084;8;23;15;1;319.9;0.0;0.0;319.9;319.9;140.0;Cancelado;PIX
1045;2023-01-26;2023-01-30;14;18;12;7;1;3699.0;0.1;369.9;3699.0;3329.1;2100.0;Devolvido;Boleto Bancário
1046;2023-01-26;2023-01-30;334;9;11;7;1;3299.0;0.15;494.85;3299.0;2804.15;1900.0;Entregue;Cartão de Crédito
1047;2023-01-26;2023-01-29;1196;33;14;8;2;239.0;0.0;0.0;478.0;478.0;220.0;Entregue;PIX
1048;2023-01-26;2023-01-28;1010;22;17;10;1;649.0;0.1;64.9;649.0;584.1;290.0;Em Trânsito;Boleto Bancário
1049;2023-01-26;2023-02-01;865;24;11;7;2;899.0;0.1;179.8;1798.0;1618.2;840.0;Em Trânsito;PIX
1050;2023-01-26;2023-01-29;244;6;23;15;1;249.9;0.0;0.0;249.9;249.9;110.0;Devolvido;Cartão de Crédito
1051;2023-01-26;2023-01-27;88;10;10;6;1;6199.0;0.0;0.0;6199.0;6199.0;3800.0;Entregue;Cartão de Crédito
1052;2023-01-26;2023-01-28;269;8;11;7;2;319.9;;0.0;639.8;639.8;280.0;entregue;Cartão de Débito
1053;2023-01-26;2023-01-27;1069;14;21;14;1;5499.0;0.05;274.95;5499.0;5224.05;3200.0;Entregue;Boleto Bancário
1054;2023-01-26;2023-01-29;583;34;17;10;1;99.0;0.0;0.0;99.0;99.0;40.0;Cancelado;Cartão de Débito
1055;2023-01-26;2023-01-28;1024;15;14;8;1;599.0;0.05;29.95;599.0;569.05;310.0;Entregue;Cartão de Débito
1056;2023-01-26;2023-01-28;14;9;12;7;2;3299.0;0.2;1319.6;6598.0;5278.4;3800.0;Entregue;Boleto Bancário
1057;2023-01-26;2023-01-28;143;34;7;4;2;99.0;0.0;0.0;198.0;198.0;80.0;Devolvido;Cartão de Crédito
1058;2023-01-26;2023-02-01;274;13;3;2;1;3199.0;0.05;159.95;3199.0;3039.05;1800.0;Cancelado;Cartão de Crédito
1059;2023-01-26;2023-02-01;625;6;2;1;1;249.9;0.0;0.0;249.9;249.9;110.0;Entregue;Cartão de Débito
1060;2023-01-26;2023-01-29;1003;11;7;4;2;1599.0;0.0;0.0;3198.0;3198.0;1700.0;Entregue;Cartão de Débito
1061;2023-01-26;2023-01-30;1063;6;22;15;1;249.9;0.1;24.99;249.9;224.91;110.0;Entregue;Cartão de Débito
1062;2023-01-26;2023-01-29;534;24;18;11;1;899.0;0.0;0.0;899.0;899.0;420.0;Devolvido;Cartão de Crédito
1063;2023-01-26;2023-01-29;292;6;17;10;2;249.9;0.15;74.97;499.8;424.83;220.0;Entregue;PIX
1064;2023-01-26;2023-02-01;210;26;2;1;1;1499.0;0.0;0.0;1499.0;1499.0;700.0;Entregue;Cartão de Débito
1065;2023-01-26;2023-01-28;130;30;22;15;1;189.0;0.0;0.0;189.0;189.0;85.0;Entregue;PIX
1066;2023-01-26;2023-01-27;668;12;6;4;1;499.0;0.2;99.8;499.0;399.2;220.0;Entregue;Cartão de Débito
1067;2023-01-26;2023-01-28;207;28;11;7;1;2299.0;0.05;114.95;2299.0;2184.05;1100.0;Entregue;PIX
1068;2023-01-26;2023-01-28;342;21;21;14;1;799.0;0.2;159.8;799.0;639.2;380.0;Devolvido;PIX
1069;2023-01-26;2023-01-29;1139;20;9;6;1;2199.0;0.0;0.0;2199.0;2199.0;1100.0;Cancelado;Cartão de Débito
1070;2023-01-26;2023-01-28;331;26;10;6;1;1499.0;0.0;0.0;1499.0;1499.0;700.0;Devolvido;Boleto Bancário
1071;2023-01-26;2023-01-31;1021;8;6;4;3;319.9;0.05;47.98;959.7;911.72;420.0;Em Trânsito;Cartão de Débito
1072;2023-01-26;2023-01-27;383;12;15;9;1;499.0;0.0;0.0;499.0;499.0;220.0;Em Trânsito;Cartão de Débito
1073;2023-01-26;2023-01-31;1020;8;7;4;1;319.9;0.15;47.98;319.9;271.92;140.0;Em Trânsito;PIX
