data;ano;num_mes;nome_mes;mes_curto;ano_mes;ano_mes_num;num_trimestre;nome_trimestre;ano_trimestre;dia_mes;dia_semana_num;dia_semana_nome;eh_fim_semana;semana_ano
2023-09-05;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;5;2;Terça-feira;Não;37
2023-09-06;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;6;3;Quarta-feira;Não;37
2023-09-07;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;7;4;Quinta-feira;Não;37
2023-09-08;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;8;5;Sexta-feira;Não;37
2023-09-09;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;9;6;Sábado;Sim;37
2023-09-10;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;10;7;Domingo;Sim;37
2023-09-11;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;11;1;Segunda-feira;Não;38
2023-09-12;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;12;2;Terça-feira;Não;38
2023-09-13;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;13;3;Quarta-feira;Não;38
2023-09-14;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;14;4;Quinta-feira;Não;38
2023-09-15;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;15;5;Sexta-feira;Não;38
2023-09-16;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;16;6;Sábado;Sim;38
2023-09-17;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;17;7;Domingo;Sim;38
2023-09-18;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;18;1;Segunda-feira;Não;39
2023-09-19;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;19;2;Terça-feira;Não;39
2023-09-20;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;20;3;Quarta-feira;Não;39
2023-09-21;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;21;4;Quinta-feira;Não;39
2023-09-22;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;22;5;Sexta-feira;Não;39
2023-09-23;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;23;6;Sábado;Sim;39
2023-09-24;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;24;7;Domingo;Sim;39
2023-09-25;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;25;1;Segunda-feira;Não;40
2023-09-26;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;26;2;Terça-feira;Não;40
2023-09-27;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;27;3;Quarta-feira;Não;40
2023-09-28;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;28;4;Quinta-feira;Não;40
2023-09-29;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;29;5;Sexta-feira;Não;40
2023-09-30;2023;9;Setembro;Set;2023-09;202309;3;T3;2023-T3;30;6;Sábado;Sim;40
2023-10-01;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;1;7;Domingo;Sim;40
2023-10-02;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;2;1;Segunda-feira;Não;41
2023-10-03;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;3;2;Terça-feira;Não;41
2023-10-04;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;4;3;Quarta-feira;Não;41
2023-10-05;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;5;4;Quinta-feira;Não;41
2023-10-06;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;6;5;Sexta-feira;Não;41
2023-10-07;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;7;6;Sábado;Sim;41
2023-10-08;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;8;7;Domingo;Sim;41
2023-10-09;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;9;1;Segunda-feira;Não;42
2023-10-10;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;10;2;Terça-feira;Não;42
2023-10-11;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;11;3;Quarta-feira;Não;42
2023-10-12;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;12;4;Quinta-feira;Não;42
2023-10-13;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;13;5;Sexta-feira;Não;42
2023-10-14;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;14;6;Sábado;Sim;42
2023-10-15;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;15;7;Domingo;Sim;42
2023-10-16;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;16;1;Segunda-feira;Não;43
2023-10-17;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;17;2;Terça-feira;Não;43
2023-10-18;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;18;3;Quarta-feira;Não;43
2023-10-19;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;19;4;Quinta-feira;Não;43
2023-10-20;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;20;5;Sexta-feira;Não;43
2023-10-21;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;21;6;Sábado;Sim;43
2023-10-22;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;22;7;Domingo;Sim;43
2023-10-23;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;23;1;Segunda-feira;Não;44
2023-10-24;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;24;2;Terça-feira;Não;44
2023-10-25;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;25;3;Quarta-feira;Não;44
2023-10-26;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;26;4;Quinta-feira;Não;44
2023-10-27;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;27;5;Sexta-feira;Não;44
2023-10-28;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;28;6;Sábado;Sim;44
2023-10-29;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;29;7;Domingo;Sim;44
2023-10-30;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;30;1;Segunda-feira;Não;45
2023-10-31;2023;10;Outubro;Out;2023-10;202310;4;T4;2023-T4;31;2;Terça-feira;Não;45
2023-11-01;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;1;3;Quarta-feira;Não;45
2023-11-02;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;2;4;Quinta-feira;Não;45
2023-11-03;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;3;5;Sexta-feira;Não;45
2023-11-04;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;4;6;Sábado;Sim;45
2023-11-05;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;5;7;Domingo;Sim;45
2023-11-06;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;6;1;Segunda-feira;Não;46
2023-11-07;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;7;2;Terça-feira;Não;46
2023-11-08;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;8;3;Quarta-feira;Não;46
2023-11-09;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;9;4;Quinta-feira;Não;46
2023-11-10;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;10;5;Sexta-feira;Não;46
2023-11-11;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;11;6;Sábado;Sim;46
2023-11-12;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;12;7;Domingo;Sim;46
2023-11-13;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;13;1;Segunda-feira;Não;47
2023-11-14;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;14;2;Terça-feira;Não;47
2023-11-15;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;15;3;Quarta-feira;Não;47
2023-11-16;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;16;4;Quinta-feira;Não;47
2023-11-17;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;17;5;Sexta-feira;Não;47
2023-11-18;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;18;6;Sábado;Sim;47
2023-11-19;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;19;7;Domingo;Sim;47
2023-11-20;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;20;1;Segunda-feira;Não;48
2023-11-21;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;21;2;Terça-feira;Não;48
2023-11-22;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;22;3;Quarta-feira;Não;48
2023-11-23;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;23;4;Quinta-feira;Não;48
2023-11-24;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;24;5;Sexta-feira;Não;48
2023-11-25;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;25;6;Sábado;Sim;48
2023-11-26;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;26;7;Domingo;Sim;48
2023-11-27;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;27;1;Segunda-feira;Não;49
2023-11-28;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;28;2;Terça-feira;Não;49
2023-11-29;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;29;3;Quarta-feira;Não;49
2023-11-30;2023;11;Novembro;Nov;2023-11;202311;4;T4;2023-T4;30;4;Quinta-feira;Não;49
2023-12-01;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;1;5;Sexta-feira;Não;49
2023-12-02;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;2;6;Sábado;Sim;49
2023-12-03;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;3;7;Domingo;Sim;49
2023-12-04;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;4;1;Segunda-feira;Não;50
2023-12-05;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;5;2;Terça-feira;Não;50
2023-12-06;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;6;3;Quarta-feira;Não;50
2023-12-07;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;7;4;Quinta-feira;Não;50
2023-12-08;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;8;5;Sexta-feira;Não;50
2023-12-09;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;9;6;Sábado;Sim;50
2023-12-10;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;10;7;Domingo;Sim;50
2023-12-11;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;11;1;Segunda-feira;Não;51
2023-12-12;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;12;2;Terça-feira;Não;51
2023-12-13;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;13;3;Quarta-feira;Não;51
2023-12-14;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;14;4;Quinta-feira;Não;51
2023-12-15;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;15;5;Sexta-feira;Não;51
2023-12-16;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;16;6;Sábado;Sim;51
2023-12-17;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;17;7;Domingo;Sim;51
2023-12-18;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;18;1;Segunda-feira;Não;52
2023-12-19;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;19;2;Terça-feira;Não;52
2023-12-20;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;20;3;Quarta-feira;Não;52
2023-12-21;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;21;4;Quinta-feira;Não;52
2023-12-22;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;22;5;Sexta-feira;Não;52
2023-12-23;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;23;6;Sábado;Sim;52
2023-12-24;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;24;7;Domingo;Sim;52
2023-12-25;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;25;1;Segunda-feira;Não;53
2023-12-26;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;26;2;Terça-feira;Não;53
2023-12-27;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;27;3;Quarta-feira;Não;53
2023-12-28;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;28;4;Quinta-feira;Não;53
2023-12-29;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;29;5;Sexta-feira;Não;53
2023-12-30;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;30;6;Sábado;Sim;53
2023-12-31;2023;12;Dezembro;Dez;2023-12;202312;4;T4;2023-T4;31;7;Domingo;Sim;53
2024-01-01;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;1;1;Segunda-feira;Não;2
2024-01-02;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;2;2;Terça-feira;Não;2
2024-01-03;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;3;3;Quarta-feira;Não;2
2024-01-04;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;4;4;Quinta-feira;Não;2
2024-01-05;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;5;5;Sexta-feira;Não;2
2024-01-06;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;6;6;Sábado;Sim;2
2024-01-07;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;7;7;Domingo;Sim;2
2024-01-08;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;8;1;Segunda-feira;Não;3
2024-01-09;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;9;2;Terça-feira;Não;3
2024-01-10;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;10;3;Quarta-feira;Não;3
2024-01-11;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;11;4;Quinta-feira;Não;3
2024-01-12;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;12;5;Sexta-feira;Não;3
2024-01-13;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;13;6;Sábado;Sim;3
2024-01-14;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;14;7;Domingo;Sim;3
2024-01-15;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;15;1;Segunda-feira;Não;4
2024-01-16;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;16;2;Terça-feira;Não;4
2024-01-17;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;17;3;Quarta-feira;Não;4
2024-01-18;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;18;4;Quinta-feira;Não;4
2024-01-19;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;19;5;Sexta-feira;Não;4
2024-01-20;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;20;6;Sábado;Sim;4
2024-01-21;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;21;7;Domingo;Sim;4
2024-01-22;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;22;1;Segunda-feira;Não;5
2024-01-23;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;23;2;Terça-feira;Não;5
2024-01-24;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;24;3;Quarta-feira;Não;5
2024-01-25;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;25;4;Quinta-feira;Não;5
2024-01-26;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;26;5;Sexta-feira;Não;5
2024-01-27;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;27;6;Sábado;Sim;5
2024-01-28;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;28;7;Domingo;Sim;5
2024-01-29;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;29;1;Segunda-feira;Não;6
2024-01-30;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;30;2;Terça-feira;Não;6
2024-01-31;2024;1;Janeiro;Jan;2024-01;202401;1;T1;2024-T1;31;3;Quarta-feira;Não;6
2024-02-01;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;1;4;Quinta-feira;Não;6
2024-02-02;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;2;5;Sexta-feira;Não;6
2024-02-03;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;3;6;Sábado;Sim;6
2024-02-04;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;4;7;Domingo;Sim;6
2024-02-05;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;5;1;Segunda-feira;Não;7
2024-02-06;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;6;2;Terça-feira;Não;7
2024-02-07;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;7;3;Quarta-feira;Não;7
2024-02-08;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;8;4;Quinta-feira;Não;7
2024-02-09;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;9;5;Sexta-feira;Não;7
2024-02-10;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;10;6;Sábado;Sim;7
2024-02-11;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;11;7;Domingo;Sim;7
2024-02-12;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;12;1;Segunda-feira;Não;8
2024-02-13;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;13;2;Terça-feira;Não;8
2024-02-14;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;14;3;Quarta-feira;Não;8
2024-02-15;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;15;4;Quinta-feira;Não;8
2024-02-16;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;16;5;Sexta-feira;Não;8
2024-02-17;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;17;6;Sábado;Sim;8
2024-02-18;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;18;7;Domingo;Sim;8
2024-02-19;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;19;1;Segunda-feira;Não;9
2024-02-20;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;20;2;Terça-feira;Não;9
2024-02-21;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;21;3;Quarta-feira;Não;9
2024-02-22;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;22;4;Quinta-feira;Não;9
2024-02-23;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;23;5;Sexta-feira;Não;9
2024-02-24;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;24;6;Sábado;Sim;9
2024-02-25;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;25;7;Domingo;Sim;9
2024-02-26;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;26;1;Segunda-feira;Não;10
2024-02-27;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;27;2;Terça-feira;Não;10
2024-02-28;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;28;3;Quarta-feira;Não;10
2024-02-29;2024;2;Fevereiro;Fev;2024-02;202402;1;T1;2024-T1;29;4;Quinta-feira;Não;10
2024-03-01;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;1;5;Sexta-feira;Não;10
2024-03-02;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;2;6;Sábado;Sim;10
2024-03-03;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;3;7;Domingo;Sim;10
2024-03-04;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;4;1;Segunda-feira;Não;11
2024-03-05;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;5;2;Terça-feira;Não;11
2024-03-06;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;6;3;Quarta-feira;Não;11
2024-03-07;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;7;4;Quinta-feira;Não;11
2024-03-08;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;8;5;Sexta-feira;Não;11
2024-03-09;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;9;6;Sábado;Sim;11
2024-03-10;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;10;7;Domingo;Sim;11
2024-03-11;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;11;1;Segunda-feira;Não;12
2024-03-12;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;12;2;Terça-feira;Não;12
2024-03-13;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;13;3;Quarta-feira;Não;12
2024-03-14;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;14;4;Quinta-feira;Não;12
2024-03-15;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;15;5;Sexta-feira;Não;12
2024-03-16;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;16;6;Sábado;Sim;12
2024-03-17;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;17;7;Domingo;Sim;12
2024-03-18;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;18;1;Segunda-feira;Não;13
2024-03-19;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;19;2;Terça-feira;Não;13
2024-03-20;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;20;3;Quarta-feira;Não;13
2024-03-21;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;21;4;Quinta-feira;Não;13
2024-03-22;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;22;5;Sexta-feira;Não;13
2024-03-23;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;23;6;Sábado;Sim;13
2024-03-24;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;24;7;Domingo;Sim;13
2024-03-25;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;25;1;Segunda-feira;Não;14
2024-03-26;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;26;2;Terça-feira;Não;14
2024-03-27;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;27;3;Quarta-feira;Não;14
2024-03-28;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;28;4;Quinta-feira;Não;14
2024-03-29;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;29;5;Sexta-feira;Não;14
2024-03-30;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;30;6;Sábado;Sim;14
2024-03-31;2024;3;Março;Mar;2024-03;202403;1;T1;2024-T1;31;7;Domingo;Sim;14
2024-04-01;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;1;1;Segunda-feira;Não;15
2024-04-02;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;2;2;Terça-feira;Não;15
2024-04-03;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;3;3;Quarta-feira;Não;15
2024-04-04;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;4;4;Quinta-feira;Não;15
2024-04-05;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;5;5;Sexta-feira;Não;15
2024-04-06;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;6;6;Sábado;Sim;15
2024-04-07;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;7;7;Domingo;Sim;15
2024-04-08;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;8;1;Segunda-feira;Não;16
2024-04-09;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;9;2;Terça-feira;Não;16
2024-04-10;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;10;3;Quarta-feira;Não;16
2024-04-11;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;11;4;Quinta-feira;Não;16
2024-04-12;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;12;5;Sexta-feira;Não;16
2024-04-13;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;13;6;Sábado;Sim;16
2024-04-14;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;14;7;Domingo;Sim;16
2024-04-15;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;15;1;Segunda-feira;Não;17
2024-04-16;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;16;2;Terça-feira;Não;17
2024-04-17;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;17;3;Quarta-feira;Não;17
2024-04-18;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;18;4;Quinta-feira;Não;17
2024-04-19;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;19;5;Sexta-feira;Não;17
2024-04-20;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;20;6;Sábado;Sim;17
2024-04-21;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;21;7;Domingo;Sim;17
2024-04-22;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;22;1;Segunda-feira;Não;18
2024-04-23;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;23;2;Terça-feira;Não;18
2024-04-24;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;24;3;Quarta-feira;Não;18
2024-04-25;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;25;4;Quinta-feira;Não;18
2024-04-26;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;26;5;Sexta-feira;Não;18
2024-04-27;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;27;6;Sábado;Sim;18
2024-04-28;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;28;7;Domingo;Sim;18
2024-04-29;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;29;1;Segunda-feira;Não;19
2024-04-30;2024;4;Abril;Abr;2024-04;202404;2;T2;2024-T2;30;2;Terça-feira;Não;19
2024-05-01;2024;5;Maio;Mai;2024-05;202405;2;T2;2024-T2;1;3;Quarta-feira;Não;19
2024-05-02;2024;5;Maio;Mai;2024-05;202405;2;T2;2024-T2;2;4;Quinta-feira;Não;19
2024-05-03;2024;5;Maio;Mai;2024-05;202405;2;T2;2024-T2;3;5;Sexta-feira;Não;19
2024-05-04;2024;5;Maio;Mai;2024-05;202405;2;T2;2024-T2;4;6;Sábado;Sim;19
2024-05-05;2024;5;Maio;Mai;2024-05;202405;2;T2;2024-T2;5;7;Domingo;Sim;19
2024-05-06;2024;5;Maio;Mai;2024-05;202405;2;T2;2024-T2;6;1;Segunda-feira;Não;20
2024-05-07;2024;5;Maio;Mai;2024-05;202405;2;T2;2024-T2;7;2;Terça-feira;Não;20
2024-05-08;2024;5;Maio;Mai;2024-05;202405;2;T2;2024-T2;8;3;Quarta-feira;Não;20
